"BoxID","Lon","Lat","1997 Jun","1997 Jul","1997 Aug","1998 Jun","1998 Jul","1998 Aug","1999 Jun","1999 Jul","1999 Aug","2000 Jun","2000 Jul","2000 Aug","2001 Jun","2001 Jul","2001 Aug","2002 Jun","2002 Jul","2002 Aug","2003 Jun","2003 Jul","2003 Aug","2004 Jun","2004 Jul","2004 Aug","2005 Jun","2005 Jul","2005 Aug","2006 Jun","2006 Jul","2006 Aug","2007 Jun","2007 Jul","2007 Aug","2008 Jun","2008 Jul","2008 Aug","2009 Jun","2009 Jul","2009 Aug","2010 Jun","2010 Jul","2010 Aug","2011 Jun","2011 Jul","2011 Aug"
1,99.401314,26.191608,-7.5964594,-17.065207,-14.368244,-12.778257,-16.061508,-17.695608,-11.236123,-14.303349,-17.195908,-13.861873,-15.939451,-16.652349,-14.647902,-15.486224,-17.586889,-10.241888,-15.23547,-16.968285,-11.015167,-17.679039,-17.457087,-12.956929,-17.323151,-18.536493,-8.5395899,-17.171137,-16.936123,-10.662484,-15.557129,-18.096689,-11.355739,-16.892349,-18.380159,-12.879726,-16.840542,-18.033661,-9.5148478,-14.13157,-15.566168,-10.734692,-16.698265,-19.448801,-11.132251,-16.067255,-17.569069
2,99.401314,26.69865,-8.8288183,-18.083252,-15.406199,-13.659147,-16.729876,-18.591497,-12.031411,-15.985482,-18.912962,-14.234968,-17.002058,-17.66889,-16.116503,-16.378489,-18.559731,-10.748658,-16.10207,-18.089354,-12.668816,-18.757467,-18.586678,-14.431397,-18.7994,-19.838026,-11.065528,-19.120592,-18.743317,-11.056961,-16.493757,-19.092669,-12.366892,-17.931469,-19.984467,-13.171719,-18.135149,-19.521965,-9.8799839,-15.0777,-16.935196,-12.081135,-19.247318,-20.338543,-12.842543,-16.81093,-18.181017
3,100.05921,26.69865,-8.1102123,-18.010315,-14.951741,-12.384614,-15.618505,-17.807182,-10.523119,-14.994892,-17.512648,-14.109984,-15.867908,-16.749853,-16.295019,-15.388071,-18.022299,-10.115146,-15.914504,-18.221972,-11.892071,-17.546652,-17.395283,-14.194576,-17.848921,-19.3151,-7.1162667,-17.349577,-17.391178,-11.136555,-15.492657,-18.06226,-11.770128,-17.000774,-18.59795,-12.921429,-17.039747,-18.568445,-8.9051485,-14.581614,-15.905723,-11.702537,-17.592367,-19.70561,-11.771462,-15.884025,-17.402048
4,89.532898,27.205692,-4.3253722,-12.901913,-11.056076,-5.1566343,-11.143353,-12.467096,-7.2831945,-11.354312,-13.744263,-9.1147137,-11.215716,-11.530799,-12.260127,-12.925213,-13.426536,-6.4872828,-8.912837,-12.953639,-6.3336616,-14.654429,-13.294705,-7.4215651,-11.967771,-13.356887,-4.3399825,-12.774685,-10.403785,-5.3108416,-10.821095,-13.385068,-9.4068632,-13.613862,-12.491661,-8.3933983,-12.664501,-13.213613,-4.4223728,-10.029389,-10.932792,-5.8630896,-11.648973,-14.996798,-8.0126104,-11.157495,-14.955282
5,98.743423,27.205692,-9.5280962,-17.802942,-16.123985,-11.871547,-16.618814,-18.379961,-14.142409,-15.726537,-18.773146,-14.285507,-16.857037,-17.575415,-15.543866,-16.662594,-18.273182,-12.219333,-15.746754,-17.721024,-13.460244,-19.55341,-18.860914,-15.811746,-18.158768,-19.803713,-13.380701,-19.079447,-18.916899,-13.099132,-17.167202,-19.648611,-14.36495,-18.236074,-20.742737,-14.458508,-18.241646,-19.864599,-11.633698,-15.970924,-17.433426,-12.372807,-17.375937,-20.318647,-12.607107,-17.554398,-18.673599
6,99.401314,27.205692,-9.2691498,-18.157215,-16.318995,-13.16526,-16.927687,-18.929327,-13.159123,-16.221104,-19.255142,-14.327604,-17.307709,-18.159719,-16.803015,-17.023727,-18.818016,-11.329063,-16.35368,-18.092632,-13.355682,-19.712856,-19.025316,-15.129305,-18.953444,-20.097519,-13.104842,-19.854599,-19.605873,-12.54318,-17.086456,-19.622366,-14.102262,-18.554445,-20.795959,-13.331746,-18.819361,-20.197969,-10.860024,-15.989999,-17.728556,-12.471297,-19.347406,-20.855938,-13.678805,-17.720518,-18.914545
7,100.05921,27.205692,-8.9215145,-18.741251,-16.121603,-12.797932,-16.648188,-18.829878,-12.267886,-16.37546,-18.908953,-14.546399,-16.837069,-18.042749,-17.418285,-16.435543,-18.892048,-11.12843,-16.487429,-18.651588,-13.116497,-18.928791,-18.420513,-14.8396,-19.223843,-20.385164,-10.370488,-19.327065,-19.113773,-11.737317,-16.418642,-18.775282,-13.015436,-18.451117,-20.149467,-13.47025,-18.277323,-19.979158,-9.6876793,-15.880003,-17.198914,-12.624384,-19.546139,-20.750111,-13.445356,-17.478821,-18.333817
8,86.243423,27.712734,-7.1114759,-13.726048,-11.709487,-7.2751584,-11.968605,-14.154398,-8.2012539,-12.125843,-14.241183,-8.7144728,-12.103889,-10.76655,-10.12894,-13.84213,-13.969501,-5.5844922,-6.2980995,-11.744418,-4.0930529,-13.506742,-12.954021,-7.140039,-11.711271,-11.791492,-4.062005,-13.171556,-9.3491106,-6.2799191,-10.799235,-13.077571,-7.6873922,-13.250763,-11.589942,-8.2203817,-11.938967,-12.239223,-3.3715985,-9.4999647,-8.4466867,-5.975431,-11.544005,-14.827623,-6.9468169,-10.723131,-14.252174
9,86.901314,27.712734,-6.5524049,-15.622132,-14.136767,-7.41398,-14.481061,-16.47533,-9.4372482,-14.730257,-17.217506,-10.600422,-14.346377,-13.265237,-13.957917,-16.285257,-16.72826,-6.6238317,-8.5609236,-14.610422,-6.5281868,-16.70715,-16.187738,-9.977231,-14.480704,-14.959053,-5.1485319,-16.094198,-11.786074,-6.6057749,-13.635201,-16.085627,-9.8071957,-15.500196,-14.462591,-9.6932173,-14.716113,-15.208862,-3.4275901,-11.485543,-11.734183,-5.1782269,-14.868757,-17.208014,-8.6787052,-12.783979,-17.33993
10,87.559212,27.712734,-8.044878,-15.264503,-13.663136,-8.3689156,-13.901006,-16.368689,-10.248329,-14.556152,-17.444843,-11.049153,-13.636314,-13.619848,-14.209018,-15.673816,-16.158514,-5.465138,-8.2525845,-13.641993,-6.8079586,-16.00992,-15.400211,-8.2303219,-14.59107,-14.123867,-5.1413751,-15.756457,-12.030796,-5.4006619,-12.401553,-15.426906,-8.5630455,-15.488287,-13.426805,-9.0176315,-14.068781,-15.168914,-3.3651009,-11.389104,-10.460753,-4.7588644,-13.843578,-16.934519,-7.4283924,-12.700926,-16.44467
11,88.217102,27.712734,-7.8277574,-16.788446,-15.171556,-9.3630114,-16.070417,-19.032883,-11.846193,-16.607399,-19.880447,-13.225931,-16.049068,-16.729195,-16.451166,-17.543175,-19.578346,-8.1691675,-10.998605,-16.653019,-10.041555,-20.342163,-18.7866,-11.21311,-17.11729,-17.63888,-7.5468044,-18.024862,-14.880702,-7.332767,-15.244511,-18.562309,-11.087025,-18.128971,-17.016966,-11.694478,-16.638849,-18.250141,-4.2693691,-12.992194,-13.793855,-6.9065399,-17.729088,-21.240746,-10.153791,-15.283474,-19.38789
12,88.875,27.712734,-9.9665833,-15.979998,-14.23276,-9.8258133,-15.198197,-17.177288,-12.211091,-15.866816,-18.415365,-12.605481,-15.068261,-15.657154,-16.068876,-16.346998,-17.762917,-8.7419004,-11.026289,-15.65865,-11.272296,-18.587843,-16.694841,-12.396927,-15.898628,-16.826099,-8.1175623,-16.858463,-14.34251,-8.3934078,-14.237606,-17.409386,-10.866159,-16.91153,-15.596479,-12.593946,-15.628257,-17.999029,-5.3685231,-12.461805,-13.279228,-8.8575249,-16.480219,-19.936123,-11.760844,-14.565056,-18.519222
13,89.532898,27.712734,-7.321619,-15.649777,-14.087895,-7.8841963,-14.595016,-15.942498,-10.601159,-14.64778,-17.554703,-12.114677,-14.75526,-15.36256,-14.713231,-15.997994,-17.163513,-8.6324253,-11.550484,-16.231365,-8.8588963,-17.932854,-16.609829,-10.339721,-15.191207,-16.253792,-6.1255546,-16.31632,-14.051968,-8.9124899,-14.476227,-17.330975,-11.380091,-16.912222,-16.031883,-11.092531,-15.351358,-16.847206,-5.6135058,-12.736966,-13.847251,-8.5866652,-15.935748,-19.583231,-10.121655,-14.332581,-18.123384
14,92.164474,27.712734,-5.5349965,-15.00553,-13.545411,-7.6236224,-13.330426,-15.149367,-10.163594,-14.274074,-16.804998,-10.940982,-14.735676,-14.642364,-13.901522,-15.476006,-17.479046,-10.123554,-13.051596,-16.593227,-9.5469885,-16.491011,-15.096971,-10.031404,-14.87218,-15.147203,-6.3621526,-15.202353,-13.483031,-7.7374301,-13.535935,-15.626301,-11.050813,-15.572395,-16.61187,-10.66527,-14.862178,-15.828034,-6.3303876,-12.97856,-13.905994,-8.4594011,-13.766464,-17.558804,-10.035192,-14.787813,-16.951918
15,98.743423,27.712734,-10.322931,-18.79306,-17.349039,-12.299212,-16.632414,-19.273724,-15.43393,-17.242613,-20.260925,-15.032422,-17.783749,-18.950499,-16.863976,-17.553902,-19.278845,-12.19858,-16.899187,-18.878792,-13.237411,-20.349253,-19.69729,-17.074154,-19.453341,-21.014881,-13.211737,-20.544445,-19.899946,-12.848866,-17.42972,-19.931887,-15.314143,-19.176924,-21.222679,-14.797201,-18.459206,-20.863461,-11.866585,-16.790424,-18.03826,-13.452362,-18.747757,-21.636841,-14.193443,-18.485449,-20.060585
16,99.401314,27.712734,-10.451342,-18.337246,-17.446074,-13.542633,-17.047682,-19.684568,-13.932134,-17.377254,-20.013342,-15.049369,-17.935511,-18.804392,-18.071651,-17.845901,-19.859835,-11.270001,-17.503334,-18.187078,-12.405186,-20.585043,-19.658787,-15.625287,-20.130999,-21.060577,-12.48147,-20.569899,-20.015491,-13.208611,-17.525448,-19.957668,-15.258718,-19.547676,-21.287172,-13.883654,-19.014404,-21.278391,-11.444229,-16.641123,-18.63821,-13.923492,-20.772175,-22.201378,-14.449186,-19.068871,-20.16419
17,100.05921,27.712734,-9.4060392,-18.920748,-17.158266,-13.230748,-17.095989,-19.468319,-13.243272,-17.423994,-19.923899,-14.794561,-17.567419,-18.64123,-18.335659,-17.357544,-19.476036,-11.347788,-17.117109,-18.715149,-13.401063,-19.646906,-19.221365,-14.948635,-19.859049,-20.975258,-11.051914,-20.377653,-19.924675,-12.243704,-16.928085,-18.931601,-13.650455,-19.220934,-20.845955,-13.394066,-18.577185,-21.152464,-9.8231478,-16.253023,-18.042416,-13.587053,-21.173279,-21.849754,-14.724813,-18.706427,-19.160198
18,100.7171,27.712734,-8.0436773,-17.667446,-15.282884,-11.283346,-15.805052,-17.341391,-11.736237,-15.858179,-18.284056,-14.23706,-16.500982,-16.903496,-17.979509,-15.548938,-18.140215,-10.254422,-16.101055,-18.450077,-12.154222,-17.440033,-17.199108,-14.49601,-17.642881,-19.290804,-8.6531448,-17.324099,-17.984522,-11.301702,-16.186232,-18.735859,-12.519503,-17.312037,-18.940235,-12.699959,-16.667625,-18.818014,-9.1598186,-14.951808,-16.449385,-12.283239,-18.170641,-20.247911,-13.19413,-16.466135,-17.654364
19,84.927635,28.219776,-6.9238753,-14.292592,-11.878445,-9.0760269,-13.080802,-14.863702,-10.054997,-13.006144,-14.932734,-9.7422276,-13.245286,-11.757388,-10.036773,-14.490124,-14.815167,-5.8783021,-5.6170321,-12.075315,-4.0956573,-14.183047,-13.464272,-9.5988979,-11.726408,-12.408051,-5.0374475,-13.726318,-9.4100409,-6.2816687,-11.424845,-13.972653,-7.3122826,-13.609998,-12.360883,-7.970315,-12.349378,-13.366857,-3.0284979,-10.228919,-8.9671869,-3.9112122,-12.131495,-15.677558,-8.6574888,-11.27437,-14.877079
20,85.585526,28.219776,-6.9477501,-16.29882,-14.953059,-8.3731699,-15.376815,-18.670513,-11.32199,-15.951843,-17.926004,-12.304971,-16.450846,-15.469443,-13.163095,-16.979099,-17.851198,-9.2175102,-8.394145,-15.383244,-7.3217511,-17.51466,-17.307056,-12.065298,-14.618542,-15.545801,-6.7216005,-17.249056,-12.762178,-8.3844795,-14.673142,-17.475136,-10.404598,-16.708366,-16.201706,-12.246493,-15.208023,-16.800722,-3.8515344,-12.910673,-12.290442,-6.0353727,-16.365547,-18.984938,-11.603457,-13.817574,-18.120197
21,86.243423,28.219776,-15.958099,-19.218395,-18.494856,-17.022394,-18.69245,-21.57205,-16.600054,-19.445292,-21.666834,-16.041727,-20.457949,-19.241877,-18.444191,-20.465076,-21.006371,-12.833716,-12.864635,-19.231653,-12.016886,-20.907368,-21.407108,-17.33387,-18.212725,-20.361166,-12.384677,-21.899891,-17.795979,-15.523335,-18.543945,-22.414238,-14.303768,-21.161749,-20.214005,-17.855595,-19.131315,-21.394144,-8.414567,-17.364937,-15.921596,-9.3078394,-20.228155,-23.386208,-15.664454,-18.076925,-21.429897
22,86.901314,28.219776,-14.554968,-20.142233,-19.685234,-18.004313,-19.932423,-22.641977,-17.316357,-20.549406,-23.527349,-16.783619,-22.071255,-20.895292,-19.369652,-21.772415,-22.180861,-12.429088,-15.10743,-20.573298,-13.154576,-21.921787,-23.122013,-16.867985,-20.227909,-22.083813,-12.521484,-23.309248,-19.553749,-16.265816,-20.173182,-24.04809,-14.620555,-22.840775,-21.969955,-19.480192,-20.714329,-23.39579,-10.234945,-18.688381,-16.659618,-10.096709,-21.904978,-25.415485,-16.225758,-19.937693,-22.871681
23,87.559212,28.219776,-12.514343,-17.910452,-16.798555,-14.200209,-18.054277,-21.011805,-14.962652,-18.764334,-21.575525,-14.387815,-18.366379,-18.543901,-17.452135,-18.685881,-20.91663,-8.8377037,-12.04285,-17.688093,-10.399405,-20.029697,-19.831654,-11.799226,-18.003748,-18.179506,-7.9997497,-20.095732,-16.428619,-10.881541,-15.959991,-19.896589,-13.102036,-20.28758,-18.48988,-15.46386,-17.429245,-20.142717,-6.0440979,-14.893392,-13.589586,-8.0850716,-19.317936,-22.136721,-12.569401,-16.683939,-20.179871
24,88.217102,28.219776,-13.768964,-16.892094,-15.586647,-12.273993,-16.477402,-19.583164,-15.266374,-17.6387,-20.153288,-13.453512,-17.765661,-17.289303,-17.20126,-18.300665,-19.778263,-11.151179,-11.44217,-17.069798,-12.171421,-19.676701,-19.051292,-14.853318,-16.619892,-18.700535,-10.854869,-18.765692,-16.226963,-10.18945,-16.286448,-19.437931,-13.126954,-18.407726,-17.691105,-15.202421,-16.451723,-19.486794,-6.8431425,-14.405998,-13.449581,-11.560817,-19.015602,-21.363832,-14.99761,-16.061394,-19.52462
25,88.875,28.219776,-12.41224,-17.46537,-15.951318,-12.028345,-17.637547,-19.756033,-15.188925,-18.247597,-21.28702,-14.201387,-18.00272,-18.109701,-17.621086,-18.199608,-20.521967,-12.314534,-13.296052,-17.868351,-13.31302,-20.822618,-19.740715,-14.333465,-18.077358,-19.210911,-10.532586,-19.792564,-17.323006,-11.709898,-16.98979,-20.648026,-12.989201,-20.065315,-18.788475,-15.447968,-17.545647,-20.561728,-6.8395538,-15.121795,-14.80657,-11.128727,-20.006077,-22.391157,-13.878056,-16.82299,-20.22436
26,89.532898,28.219776,-10.02542,-16.926785,-15.704342,-10.655538,-16.368814,-17.82271,-12.967319,-16.813911,-19.679796,-13.499252,-16.876568,-17.200371,-16.250301,-17.689835,-19.048965,-11.379958,-13.005133,-17.255911,-11.486725,-19.29496,-18.450781,-12.301283,-16.963617,-17.56937,-8.1319399,-18.774006,-15.814355,-11.722076,-16.325985,-19.41519,-12.968603,-18.692396,-17.914351,-14.072414,-16.693855,-19.049761,-6.4003568,-14.3379,-14.691403,-10.622355,-18.354229,-20.515839,-12.913773,-15.941613,-19.642073
27,90.190788,28.219776,-9.0201292,-17.822044,-16.461634,-11.232762,-17.279053,-19.281582,-13.103701,-18.043936,-20.717045,-14.513709,-17.974426,-18.345081,-16.38599,-18.406935,-20.558901,-11.893676,-14.481295,-19.140036,-12.089849,-20.266535,-19.051884,-11.813855,-18.483582,-18.443552,-8.032548,-19.504866,-16.721382,-11.228182,-16.597847,-19.930084,-12.84402,-19.766943,-19.503178,-13.625673,-17.854389,-19.715836,-6.6166453,-15.216145,-15.942539,-10.219451,-18.723232,-21.995054,-11.478664,-16.606209,-20.412268
28,90.848686,28.219776,-7.0981245,-16.104082,-14.820503,-8.8983507,-14.89111,-16.436453,-11.501026,-16.30229,-18.134802,-12.247575,-15.88153,-15.880577,-15.132222,-16.600431,-18.420343,-11.258657,-12.993929,-17.339266,-10.430608,-17.617958,-16.533997,-10.223326,-16.043045,-16.928915,-7.104588,-17.015724,-14.582399,-8.345953,-15.334915,-17.64694,-10.901739,-17.448126,-17.326025,-11.071668,-16.053045,-17.81354,-6.2419786,-13.748463,-14.77084,-8.7635441,-16.039856,-19.338797,-10.722264,-15.435137,-18.546543
29,91.506577,28.219776,-8.9178181,-17.636108,-16.211601,-10.190248,-17.153898,-20.338539,-15.134691,-19.315594,-20.962271,-14.440715,-19.082716,-19.072464,-17.394705,-18.620504,-21.750706,-14.150046,-15.455917,-19.040781,-13.263325,-20.063412,-18.954473,-13.784348,-18.765995,-19.481312,-10.272836,-19.452715,-16.793116,-10.879341,-16.634222,-19.624691,-12.777784,-20.001009,-20.108982,-13.723068,-18.087734,-20.710938,-7.3167653,-15.872235,-16.975704,-10.670129,-19.442225,-22.196775,-13.876312,-18.016294,-20.203911
30,92.164474,28.219776,-9.0251312,-17.755547,-16.306202,-11.92507,-17.29216,-19.610752,-13.654493,-18.807777,-21.121279,-14.434975,-18.770992,-18.807667,-17.363409,-18.51177,-21.5648,-13.695992,-16.250895,-19.677143,-12.69314,-19.641193,-18.924389,-12.942492,-18.827358,-18.791945,-8.8074636,-19.563639,-16.706753,-11.680228,-16.962069,-19.468662,-12.779745,-19.193892,-19.807856,-13.530859,-17.944725,-20.158268,-6.8433657,-15.891702,-17.020498,-11.309649,-18.335501,-21.540609,-13.564122,-17.960655,-20.379704
31,92.822365,28.219776,-9.6080656,-18.010689,-15.514809,-12.110761,-16.920797,-19.083582,-12.760718,-17.193405,-21.647858,-14.644725,-18.708118,-18.727739,-17.589622,-17.663364,-21.626446,-13.368208,-17.434174,-20.215389,-13.357212,-19.711678,-18.342722,-14.058667,-19.101027,-17.911543,-8.2857618,-18.752754,-17.646587,-11.457187,-15.681597,-18.367558,-13.06285,-19.073084,-19.530935,-14.062804,-18.236841,-20.057764,-7.825923,-16.238317,-17.578485,-12.061612,-17.157309,-22.090305,-12.711768,-17.593388,-20.404926
32,96.769737,28.219776,-8.9947472,-16.984249,-15.740018,-11.936752,-16.463196,-19.066963,-14.602936,-17.268253,-19.196444,-13.875415,-16.408775,-18.075733,-15.944893,-17.903669,-18.953207,-12.2717,-15.902465,-17.326859,-11.717317,-18.901199,-18.450352,-16.873785,-18.132824,-18.650976,-8.5680647,-17.644485,-18.110384,-12.420011,-16.021797,-18.072264,-14.728457,-17.975397,-19.007959,-13.214983,-17.466919,-19.743235,-7.7908368,-15.476072,-16.713211,-12.171405,-17.573427,-20.345819,-13.028782,-18.239994,-18.717592
33,97.427635,28.219776,-7.7846642,-17.568628,-16.366547,-12.336877,-16.530365,-20.02343,-12.860331,-17.755589,-19.957951,-13.888348,-17.377686,-18.578827,-16.31016,-17.669409,-19.145779,-11.683775,-16.493258,-18.589794,-12.680816,-19.50868,-19.174931,-15.345598,-19.652634,-19.864695,-7.953968,-18.313147,-19.11928,-12.493879,-16.678566,-18.674103,-14.100011,-17.937454,-19.868332,-13.49252,-18.027992,-20.61446,-7.8844862,-15.725037,-17.428234,-13.095965,-18.611971,-20.437235,-13.961902,-18.358625,-19.15045
34,98.085526,28.219776,-8.5940723,-18.89777,-17.582457,-13.700995,-17.621397,-21.254438,-15.223275,-18.328648,-20.831539,-15.151999,-18.455229,-19.61865,-17.489838,-18.201965,-19.869022,-12.750837,-18.277279,-19.786312,-14.247981,-21.297422,-20.310499,-16.64464,-20.931013,-21.217192,-11.778837,-20.176094,-20.365475,-13.52347,-17.601572,-19.545156,-15.217364,-19.759281,-21.334185,-14.611891,-19.213079,-21.705173,-9.6818647,-17.330824,-18.439775,-14.316254,-19.864542,-22.011927,-14.587292,-19.561913,-20.524734
35,98.743423,28.219776,-8.8247623,-19.014952,-17.519655,-13.488256,-16.759018,-20.148285,-15.07421,-18.004992,-20.748989,-14.957481,-17.992067,-18.990324,-17.599806,-17.780325,-19.484026,-12.215762,-17.611282,-19.601372,-13.760283,-20.712856,-20.145239,-17.334454,-20.465252,-20.953211,-13.857093,-20.675369,-20.553671,-13.026194,-17.42671,-19.203037,-14.824497,-19.622881,-21.182209,-14.288363,-18.564583,-21.483557,-10.56243,-17.334028,-18.537348,-13.865324,-19.441433,-21.704271,-14.510414,-18.962667,-20.139019
36,99.401314,28.219776,-10.896719,-18.007118,-17.607819,-15.235146,-17.646965,-20.126953,-13.909988,-18.51733,-20.187128,-15.237144,-18.161139,-18.837532,-18.48534,-17.948423,-20.010412,-11.803163,-17.594843,-18.299458,-13.039416,-20.722218,-19.705566,-16.103745,-20.461012,-21.313171,-13.008862,-20.619907,-20.170591,-14.036325,-17.555244,-19.581533,-14.772436,-20.26392,-21.255096,-13.418158,-19.065105,-21.938828,-11.633001,-17.294474,-19.09547,-14.377688,-21.885954,-22.638775,-15.023463,-19.999935,-20.126083
37,100.05921,28.219776,-9.3080072,-18.828419,-18.078707,-12.949356,-17.139118,-19.764652,-13.755483,-18.402512,-20.833452,-14.7082,-18.451899,-19.29608,-18.795597,-18.20573,-20.079308,-11.766608,-17.618761,-18.711491,-13.609221,-20.020273,-19.728088,-15.761228,-20.451876,-21.588348,-10.790071,-20.652456,-20.436676,-12.865044,-17.716215,-18.97401,-13.613715,-19.638126,-21.604797,-13.323392,-18.530766,-22.117231,-9.856801,-16.909325,-18.55051,-14.22371,-22.134726,-22.709032,-15.523657,-19.596668,-19.877367
38,100.7171,28.219776,-7.1537175,-17.450102,-15.784461,-10.936175,-15.876626,-17.270124,-12.105446,-16.134312,-18.211515,-13.726309,-16.541786,-16.821033,-18.014812,-16.213926,-18.286297,-10.548156,-16.308252,-17.910782,-12.294155,-17.163683,-17.269012,-14.997948,-17.646538,-19.655846,-9.7009687,-17.275574,-18.406605,-11.956384,-16.684978,-18.285118,-12.354139,-17.499804,-19.459383,-12.288144,-16.830002,-18.785351,-8.8610582,-14.882257,-16.39632,-12.526058,-18.514469,-20.41,-13.677686,-16.907745,-17.938248
39,82.953949,28.726818,-3.2279406,-12.28621,-11.109618,-8.6181517,-12.487907,-14.08992,-8.433239,-12.099086,-13.446272,-9.1053791,-13.068986,-11.489045,-8.1626158,-12.982889,-12.427506,-7.3016419,-4.6246152,-12.414635,-7.4404778,-14.1582,-13.09887,-10.147999,-10.546845,-10.466636,-4.9369102,-14.093695,-8.4150486,-9.1512461,-11.746291,-13.650998,-9.6507292,-11.476446,-11.853718,-10.649223,-12.975563,-13.509707,-2.7656851,-9.6837196,-9.5884476,-5.5019283,-12.453459,-14.833931,-8.8951674,-10.979709,-15.069748
40,83.611839,28.726818,-7.3124328,-15.178677,-14.299551,-10.109054,-15.414288,-18.189426,-10.576206,-14.024849,-17.440723,-13.031827,-16.080137,-14.944465,-10.283757,-16.40996,-16.994255,-6.408525,-6.2456794,-14.947041,-6.399549,-17.844309,-16.554214,-7.9260545,-12.521749,-13.940207,-6.700974,-17.200901,-11.466759,-8.84972,-13.740674,-17.159885,-9.5499077,-15.040377,-14.742435,-11.518594,-15.615344,-15.31346,-2.8075962,-11.387413,-10.851063,-5.7346578,-16.346756,-18.587954,-9.9392996,-12.912585,-17.452566
41,84.269737,28.726818,-9.3490238,-18.093063,-17.299309,-14.132066,-17.897017,-20.573452,-14.611407,-17.293991,-20.659443,-15.640759,-19.691269,-18.244503,-14.307763,-19.661795,-19.543806,-9.6821928,-9.6445971,-18.329466,-10.528447,-20.031702,-20.257338,-11.219234,-15.645,-18.012028,-9.3890409,-20.997059,-15.8368,-11.367674,-16.919449,-20.942217,-11.831433,-19.767199,-18.518799,-15.061543,-18.377119,-19.111244,-8.0015965,-15.63332,-13.704859,-9.0064192,-19.015671,-21.913046,-12.956268,-16.592108,-19.98395
42,84.927635,28.726818,-10.865246,-18.979563,-18.60924,-17.252344,-19.180378,-21.440983,-16.554981,-18.99329,-21.936495,-16.497164,-21.015326,-19.428131,-16.64554,-20.516949,-20.538042,-12.170059,-12.625371,-19.50585,-12.039217,-20.901031,-21.516647,-14.90545,-17.818438,-20.613697,-12.48886,-22.05658,-17.246588,-14.04786,-19.468582,-22.1341,-13.033368,-21.525532,-19.934185,-18.013956,-19.43882,-20.919111,-9.1199474,-18.162308,-15.616422,-8.860858,-19.902645,-23.526737,-15.150318,-18.329899,-21.119482
43,85.585526,28.726818,-12.120804,-19.312189,-18.961372,-18.592367,-19.938145,-22.440269,-16.710585,-19.433392,-22.91028,-17.230844,-22.413801,-21.034632,-17.89591,-21.191811,-21.429956,-14.090939,-14.192216,-20.339424,-13.092954,-21.217327,-23.061277,-16.715794,-19.171194,-21.543871,-13.772451,-23.044916,-19.037716,-15.074039,-19.604612,-23.496546,-13.170995,-22.413893,-21.303328,-19.244663,-20.590439,-23.293394,-9.0404196,-19.358263,-16.06819,-8.4533052,-21.139956,-25.271923,-16.229727,-19.323046,-22.030828
44,86.243423,28.726818,-16.420746,-18.185755,-17.690271,-18.045933,-19.45241,-22.318295,-17.921251,-19.143579,-22.272778,-16.916981,-20.662971,-20.20183,-18.62912,-19.171751,-21.476349,-13.898473,-13.73088,-19.037142,-13.028517,-19.988359,-22.034531,-17.689388,-18.469786,-21.055365,-13.904657,-21.697433,-18.452454,-15.591029,-18.638613,-22.240042,-13.775447,-21.70013,-19.962994,-18.034283,-19.336105,-22.65316,-8.3875284,-18.226625,-15.50973,-8.2539082,-21.460903,-24.276203,-16.182737,-17.882154,-20.915787
45,86.901314,28.726818,-15.881144,-18.449936,-17.049702,-17.036169,-18.280519,-21.151201,-17.63612,-18.725657,-21.634106,-15.834445,-18.918673,-18.545956,-19.170076,-18.945045,-20.627935,-12.667151,-12.628875,-17.982477,-12.509815,-18.840477,-21.009836,-17.521944,-17.593,-19.624676,-12.40324,-20.428986,-17.633871,-15.037508,-17.454157,-20.769508,-14.724614,-20.736515,-18.534939,-16.669865,-17.967646,-21.035181,-8.6112776,-16.661671,-14.506876,-9.0123711,-20.770798,-22.475559,-15.222729,-16.79664,-19.831297
46,87.559212,28.726818,-13.742177,-17.678713,-16.279444,-15.584124,-18.029863,-19.694147,-16.698872,-17.426662,-21.169844,-14.617257,-16.858196,-17.06274,-17.541779,-18.450363,-19.714981,-9.6193514,-11.778455,-17.28273,-10.455212,-17.844477,-19.51721,-13.861649,-16.776417,-17.649405,-9.2445974,-19.100618,-16.461329,-13.299623,-15.958692,-18.776947,-13.598793,-19.520607,-17.440651,-14.251682,-16.706831,-19.45179,-7.3233018,-14.662375,-12.962811,-7.504765,-18.887024,-21.443142,-12.928196,-15.595428,-18.250999
47,88.217102,28.726818,-14.517928,-17.149721,-15.926168,-13.244725,-16.880093,-18.285912,-15.868615,-17.990484,-19.619383,-13.846746,-17.402197,-16.570391,-16.777454,-19.13611,-18.62254,-11.449542,-11.75208,-17.785683,-10.76766,-18.299084,-19.156012,-14.465116,-16.333862,-18.777544,-11.398464,-18.650717,-16.843342,-12.179712,-16.196411,-19.644979,-14.401306,-18.440031,-17.363249,-14.999188,-16.177416,-19.576757,-8.8965406,-15.134558,-12.434358,-8.8902893,-18.820459,-20.973816,-14.349355,-15.593978,-19.368898
